bot,frase,Xingamento,Tóxico/Insulto,Tóxico Severo,Ataque a Identidade,Ameaça,Sexual Explcítico,Flerte
baianinho,@casasbahia moooorreeeee aaaaaa desgracadoooooo link,1,1,1,0,1,0,0
baianinho,@casasbahia morra bahianinho gaymer morra!,1,1,1,0,1,0,0
magalu,esses avatar de loja morra lu do magalu morra menino da casas bahia morra nat da natura eu so contra vcs capitalismo maldito,1,1,1,0,1,0,0
magalu,o meu e 666 magali agora pq vc nao vai se fude,1,1,1,0,0,0,0
baianinho,morra cb morra link,1,1,1,0,1,0,0
magalu,"@magazineluiza @brastemp caralho, para de postar tu nem existe !!!!",1,1,0,0,0,0,0
magalu,@magazineluiza lu eu quero limpar o seu cuzinho com a lingua,1,1,1,0,0,1,0
magalu,pq vc n vai tomar no seu cu magalu?,1,1,1,0,0,1,0
magalu,e eu te mandei pra puta que pariu outra vez,1,1,1,0,0,0,0
magalu,@magazineluiza @gloriagroove magalu manda foto da buceta digital,1,1,1,0,0,1,0
magalu,@magazineluiza @eupatriciaramos magalu manda foto da buceta digital,1,1,1,0,0,1,0
magalu,@magazineluiza me paga um boquete lu?,1,1,1,0,0,1,0
baianinho,vc n come pizza vc n existe desgracado,1,1,0,0,0,0,0
baianinho,@casasbahia baianinho cade meu cuzinho? devolve ele vei,1,1,1,0,0,0,0
magalu,putaquepariu nao acredito ja bastava a retardada da magalu agr isso 2020 acaba pufavo link,1,1,1,0,0,0,0
magalu,"@magazineluiza @anitta cala boca, tu nem existekkkkkkkkk",1,1,0,0,0,0,0
magalu,@magazineluiza aceita o cu?,1,1,1,0,0,1,0
magalu,@magazineluiza abre essa buceta pra eu meter o cano link,1,1,1,0,0,1,0
magalu,@magazineluiza @anitta caralho que pauzao a anitta tem,1,1,1,0,0,1,0
magalu,pfavor pega logo a lu do magalu porra link,1,1,0,0,0,0,1
magalu,fei q odio q eu tenho da bicha do magalu,1,1,1,0,0,0,0
magalu,"@magazineluiza @anitta sucumba anitta e magalul, morram,vermes, podres sucumbas link",1,1,1,0,1,0,0
baianinho,da a sua bunda carioca cade o baiano,1,1,1,0,0,1,0
magalu,"porque so aparece o porra da magalu pelada na minha tml, namorar vsf eu nao aguento mais",1,1,1,0,0,1,0
magalu,gostosa manda foto pelada na minha dm agora quero ver sua vagina digital a g o r a,1,1,1,0,0,1,0
magalu,@mark_speakin serio vc tem a foto da magalu c um caralho colossal ? se tiver me manda eu necessito fazer uma montagem c isso kkkkkk,1,1,1,0,0,1,0
magalu,"odeio a magalu, me traiu fdp... link",1,1,1,0,0,0,0
magalu,@magazineluiza sua buceta digital,1,1,1,0,0,1,0
magalu,@_gab_ se a magalu fosse uma pessoa real eu ia chama ela de piriguete vagabunda,1,1,1,0,0,1,0
magalu,@tihwill era da magalu com o enchimento de bunda,1,1,0,0,0,0,1
magalu,toma no cu sm ninguem gostou dessas magalu link,1,1,1,0,0,1,0
magalu,"@magazineluiza ta achando q dinheiro da em arvore lu, q porra e esta",1,1,0,0,0,0,0
baianinho,baianinho vai se fuder e boy do kct quero o baianinho antigo de volta,1,1,1,0,0,0,0
magalu,@magazineluiza m0rre filha da pu7a,1,1,1,0,1,0,0
baianinho,"@casasbahia cala a boca ,esse otario ai ta longe de ser o baianinho que respeitamos,exijo o baianinho de volta",1,1,1,0,0,0,0
baianinho,tira o baianinho da prisao tira o cb idiota desse lugar,1,1,0,0,0,0,0
magalu,amostra a buceta digital agora vai,1,1,1,0,0,1,0
magalu,@magazineluiza vai se fude link,1,1,1,0,0,0,0
magalu,@magazineluiza magalu vem chupa meu piruzao rsrsrsrsr gatinha,1,1,1,0,0,1,0
magalu,porra o magalu me atormenta aonde eu vou q saco,1,1,0,0,0,0,0
magalu,o que porra a lu do magalu ta fazendo no meu whatsapp?????,1,1,0,0,0,0,0
magalu,mostra o cu ai magulu kkkkkkkkkkk,1,1,1,0,0,1,0
magalu,@magazineluiza sai do meu google magalu vai tomar no c***********,1,1,1,0,0,1,0
magalu,"@magazineluiza boa tarde magalu, pq vc n vai se fuder ?",1,1,1,0,0,0,0
magalu,"@magazineluiza magalu, voce chuparia meu pau?",1,1,1,0,0,1,0
magalu,@magazineluiza o cu da minha namorada,1,1,1,0,0,1,0
baianinho,esse mascote novo do casas bahia. o bicho feio da porra!,1,1,0,0,0,0,0
magalu,@magazineluiza uma merda magalu aaaaaaaaa,1,1,0,0,0,0,0
magalu,lu do magalu e homofobica essa fdp link,1,1,1,0,0,0,0
magalu,@magazineluiza vai se fude luiza,1,1,1,0,0,0,0
magalu,@pastorekkkkk seria top ver magalu tomando processinho na bunda,1,1,1,0,0,1,0
magalu,@magazineluiza voce chupa cu????,1,1,1,0,0,1,0
baianinho,porra de cb volta com o baianinho,1,1,1,0,0,0,0
magalu,finalmente sai do ban de 6 dias sabe pq eu fui banido? pq eu mandei a porra da lu do magalu deixar de existir na boa porra twitter a porra da lu do magalu e o cralho de uma boneca meu se fude (adm ligou o capslock),1,1,1,0,0,0,0
magalu,@magazineluiza @dilsinhooficial cade a sua bunda???,1,1,0,0,0,1,0
magalu,magalu sua vagabunda deus ta vendo voce aumentando o s10 de 2.6k pra 2.8k hoje pra amanha voce abaixar ele dnv pra 2.6k e dizer que ta em promocao sua safada,1,1,1,0,0,0,0
baianinho,vai se fude,1,1,1,0,0,0,0
magalu,@magazineluiza magalu mostra o cu,1,1,1,0,0,1,0
magalu,s9+ por 2k kkkkkkkkkk meu deus a magalu come merda todo dia?,1,1,0,0,0,0,0
baianinho,@tamiresbfr @casasbahia vai pegar o baianinho na porrada,1,1,1,0,1,0,0
baianinho,"mano, baianinho assassinou o cara, puta que pariu",1,1,1,0,1,0,0
baianinho,@casasbahia cade o baiano sua vagabunda sonsa,1,1,1,0,0,1,0
magalu,pau no cu das kda eu quero e a nat natura e a magalu formando uma dupla sertaneja,1,1,0,0,0,0,0
magalu,eai magalu anticristo filha da pu,1,1,1,0,0,0,0
baianinho,@casasbahia @voude99 esse carioca fdp,1,1,1,0,0,0,0
magalu,vc e feia,1,1,0,0,0,0,0
baianinho,@casasbahia vai toma no cu,1,1,0,0,0,1,0
baianinho,@casasbahia @g_mello1 @hannapetrovit_ vai toma no cu,1,1,0,0,0,1,0
baianinho,@casasbahia @crf_iamroger @andrewsaquino vai toma no cu,1,1,0,0,0,1,0
baianinho,"@casasbahia mano volta com o baianinho pelo amor de deus, esse mascote e feio pra um caralho, bota o hulk magrelo e mais bonito",1,1,0,0,0,0,0
magalu,magalu e narco traficante ctz e a loja e uma biqueira viado,1,1,0,0,0,0,0
magalu,rt @thesmmash: vsf cara pq apareceu a porra de um hentai da magalu na minha tl,1,1,0,0,0,0,0
magalu,@magazineluiza como vc sabe q eu quero um sofa ta me perseguindo fdp,1,1,1,0,0,0,0
baianinho,vai toma no cu cb,1,1,1,0,0,1,0
baianinho,"pq esse desgracado ta falando alemao? alem de tudo vc quer a supremacia dos cariocas? maldito, devolva nosso baianinho comando cb desgracado",1,1,1,0,0,0,0
magalu,cala boca mano vc n existe,1,1,0,0,0,0,0
magalu,oi eu sou a lu do magalu e quero comer seu cu,1,1,1,0,0,1,0
magalu,foda se magalu!,1,1,1,0,0,0,0
magalu,mostra os peitos virtuais ai rapidao vagabunda,1,1,1,0,0,1,0
magalu,vsf cara pq apareceu a porra de um hentai da magalu na minha tl,1,1,0,0,0,0,0
baianinho,idiota,1,1,0,0,0,0,0
magalu,@magazineluiza magalu deu o cu,1,1,1,0,0,1,0
magalu,pau no seu cu magalu,1,1,1,0,0,1,0
magalu,@magazineluiza vsfd porra desgraca,1,1,1,0,0,0,0
magalu,bo transa malu,1,1,1,0,0,1,0
magalu,@magazineluiza @esquelo_sensual meu pau no teu furo kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1,1,1,0,0,1,0
magalu,@magazineluiza cade o bucetao digital vadia,1,1,0,0,0,1,0
magalu,"@magazineluiza @diniz_monkey ei magalu, vai toma no cu",1,1,1,0,0,1,0
baianinho,devolta o baianinho vc e fake seu lixo,1,1,0,0,0,0,0
magalu,sai da minha tml fdp,1,1,1,0,0,0,0
magalu,te fode otaria,1,1,1,0,0,0,0
baianinho,"@casasbahia @anthony_xzs ae maluco tras o verdadeiro baianinho de volta, ou vo te quebra na porrada",1,1,1,0,1,0,0
baianinho,"@ooc_verif mito demais, vontade de quebrar na porrada quem demitiu o baianinho, cb va pra puta que pariu",1,1,1,0,1,0,0
magalu,@magazineluiza morra bixo feio,1,1,1,0,1,0,0
magalu,@magazineluiza magalu vai toma no seu cu eu sei que por tras de vc tem um careca fedido,1,1,1,0,0,1,0
magalu,@magazineluiza lu do magalu vai toma no cu,1,1,1,0,0,1,0
magalu,@magazineluiza vai se fude sai da minha timeline,1,1,1,0,0,0,0
magalu,@magazineluiza nao esta faltando nada lu do magalu! so ta faltando voce tomar no cu! por favor magalu! vai tomar no cu!,1,1,1,0,0,1,0
magalu,@magazineluiza toma no seu cu vc nem existekkkkkkkk,1,1,1,0,0,1,0
baianinho,@ooc_verif por culpa desse cara o baianinho morreu pra nascer o merda do cb,1,1,0,0,0,0,0
baianinho,@casasbahia que tal enfiar esse seu videogams no teu cu?,1,1,1,0,0,1,0
magalu,"@magazineluiza @anitta oi magalu , pq vc nao vai se fuder ?",1,1,1,0,0,0,0
magalu,caralho q animacao fluida botou a magalu pra mamar link,1,1,1,0,0,1,0
magalu,@magazineluiza fodase porraaaaaaaaaaaaa,1,1,1,0,0,0,0
magalu,@magazineluiza foda se,1,1,1,0,0,0,0
magalu,@magazineluiza @anitta mas tu nem existe porra kkkkkk,1,1,0,0,0,0,0
baianinho,"foda-se cb ,cade o baiano?",1,1,1,0,0,0,0
baianinho,cade a porra do baianinho de verdade,1,1,0,0,0,0,0
baianinho,chupa minha pika cb,1,1,1,0,0,1,0
magalu,"@magazineluiza @canaltech lu eu tenho uma pergunta , bem sincera : como caralhos voce tem uma casa se voce e a porra de um modelo 3d malfeito?!",1,1,0,0,0,0,0
magalu,@magazineluiza magalu e meu pau,1,1,1,0,0,1,0
magalu,@magazineluiza foda se lu,1,1,1,0,0,0,0
magalu,lu do magalu comei meu cu,1,1,1,0,0,1,0
magalu,vou utilizar deste apetrecho e enfiar no seu anus sua filha da puta eu te amava mas agora parece que voce me odeia espero que queime na hora do julgamento,1,1,1,0,1,1,0
magalu,"vc fica comentando em post de hentai de beastars, de magalu com pau vai se fude te odeio",1,1,1,0,0,1,0
magalu,@magazineluiza magalu vai toma no seu cu kkkkkkkkkkkkk,1,1,1,0,0,1,0
baianinho,kk fodase boneco fudido,1,1,1,0,0,0,0
magalu,"@israelfaioli @magazineluiza sim mano e a unica resposta retardada que recebo dessa porra de lu e a seguinte, oi se precisar de ajuda eu dou uma olhadinha ta? olhar minha piroca essa fdp, loja pifia do kct, a pior do brasil...",1,1,1,0,0,1,0
magalu,@magazineluiza @dilsinhooficial voce nem existe sua robo fdp,1,1,1,0,0,0,0
magalu,@magazineluiza ngm perguntou sua puta link,1,1,1,0,0,1,0
magalu,sai da minha tl magalu sua putaa,1,1,1,0,0,1,0
baianinho,@casasbahia pega no meu pau robo fudido do karalho minha vida n tem mais sentido por que esse projeto defeituoso de mascote vive no mesmo planeta q eu,1,1,1,0,0,1,0
baianinho,"transformaram o baianinho num youtuber teen, vai se fuder, mano",1,1,0,0,0,0,0
magalu,@magazineluiza @anitta duas putas numa foto,1,1,1,0,0,1,0
magalu,@magazineluiza vai tomar no cu bot,1,1,1,0,0,1,0
magalu,magalu filha duma puta nn entregou meu relogio ate hj,1,1,1,0,0,0,0
baianinho,vai tomar no cu baianinho,1,1,1,0,0,1,0
magalu,@magazineluiza vai toma no cu vai toma no cu vai pra toma no meio do cu e pra toma no meio do cu vai toma no cu vai toma no cu **canta como a musica do magalu**,1,1,1,0,0,1,0
magalu,"essa porra de twitter e tudo errado, eu perdi minha conta antiga pq eu mandei isso para a lu do . inclusive vai tomar no cu magalu.",1,1,1,0,0,1,0
baianinho,@casasbahia que porra e cb???? comando baiano???? tragam o baianib de volta seus vermes,1,1,0,0,0,0,0
magalu,"@magazineluiza pau no seu cu, bot do karalho manda nudes",1,1,1,0,0,1,0
baianinho,esse filha da puta mascote das casas bahia parece um carioca velho link,1,1,1,1,0,0,0
magalu,@dzhenrique @magazineluiza se fode ou,1,1,1,0,0,0,0
magalu,@magazineluiza vai toma no teu cu,1,1,1,0,0,1,0
magalu,@magazineluiza vai toma no teu cu,1,1,1,0,0,1,0
magalu,vai toma no teu cu,1,1,1,0,0,1,0
magalu,@magazineluiza oi lu come meu cu?,1,1,1,0,0,1,0
magalu,@magazineluiza oi @magazineluiza tenho uma duvida pq vc n vai tomar no cu? vc nem existe e ta vendendo papel higienico '-',1,1,1,0,0,1,0
baianinho,assim vou aceitar esse convite com a cara desse baianin de merda,1,1,1,0,0,0,0
baianinho,meu pau na sua mao,1,1,1,0,0,1,0
baianinho,morre cb ninguem gosta de voce seu resto de aborto malfeito! todo mundo prefere o baianinho voce e so uma copia barata nojenta que ninguem aguenta mais seu tiktoker desgracado se mate por favor seu pedaco de desgraca ou eu farei isso por voce seu lixo estrume escoria! sucumba! link,1,1,1,1,1,0,0
baianinho,baianinho filho da puta link,1,1,1,0,0,0,0
baianinho,vai da o cu caralho,1,1,1,0,0,1,0
magalu,"foda-se, me da block ae.",1,1,0,0,0,0,0
magalu,fodase fdp bot fdp eder,1,1,1,0,0,0,0
magalu,qual foi magalu vc nem e real filha da puta,1,1,1,0,0,0,0
magalu,quero nao magalu chata do caralhooooo todo dia a mesma pergunta porra,1,1,0,0,0,0,0
magalu,vtnc sua puta arrombada,1,1,1,0,0,1,0
baianinho,fodase bot lixo morre,1,1,1,0,1,0,0
magalu,@magazineluiza vai tomar no cu ngm te ama td mundo so quer q vc morra magalu desativa urgentemente,1,1,1,0,1,0,0
baianinho,@casasbahia morrra cb fuck mama eu arromb morrra cb vozvrashchayet bayano syna yebanyy fuck mama eu arromb,1,1,1,0,1,0,0
magalu,@magazineluiza @marqsluc vai tomar no cu boneca da krl que nem existe morra queime no irferno imediatamente.,1,1,1,0,1,0,0
baianinho,ai meu parcero o negocio e o seguinte se eu ve um cosplay do baianinho eu vo deita ele na porrada bando de filho da puta ta ligado o negocio tinha dado 840 pila tive que muda a forma de pagamento o arrombado joga pra 1250 e so me fala depois que ta feito sinceridade vai se fude,1,1,1,0,1,0,0
magalu,@magazineluiza magalu pq vc n vai tomar no meio do teu cu,1,1,1,0,0,1,0
magalu,vai te fuder magalu b-),1,1,1,0,0,1,0
magalu,@magazineluiza @anitta minha piroca no seu cu,1,1,1,0,0,1,0
baianinho,@casasbahia vai te fuder baianinho link,1,1,1,0,0,0,0
magalu,@sidokaninja @carlos_filho3 @magazineluiza @blastslashh isso fode com a magazine luiza aquela vagabunda q me fez levar ban,1,1,1,0,0,1,0
magalu,@magazineluiza magalu vai se fode voce corrompeu o baianinho,1,1,1,0,0,1,0
magalu,@magazineluiza vai tomar no seu cu lu do magalu link,1,1,1,0,0,1,0
magalu,vai tomar no cu lu do magalu sua robo desgracada link,1,1,1,0,0,1,0
baianinho,"@casasbahia @dominosbrasil vai se fudeer aaaaaaa, eu n aguento me bloqueia logo caralha",1,1,1,0,0,0,0
magalu,@magazineluiza lanco a braba porra nenhuma fdp eu quero a merda do meu cllr que eu paguei a vista desgracaaaaaaa,1,1,1,0,0,1,0
baianinho,senhor vai tomar no cu,1,1,1,0,0,0,0
magalu,@magazineluiza vai se fuder lu do magalu,1,1,1,0,0,0,0
magalu,"ei lu, vai tomar no cu. ninguem quer saber sobre voce",1,1,1,0,0,1,0
magalu,@magazineluiza que legal pela que fodase sua fdp,1,1,1,0,0,0,0
magalu,@magazineluiza lu do magali vai tomar no cu,1,1,1,0,0,1,0
baianinho,@casasbahia enfia esse cafe no meu cu fdp,1,1,1,0,0,0,0
baianinho,@casasbahia vai se foder baiano da casas bahia link,1,1,1,0,0,0,0
magalu,@magazineluiza vai se fuder magalu,1,1,1,0,0,0,0
magalu,@magazineluiza vai se fuder lu,1,1,1,0,0,0,0
magalu,todos os portais de marketplace caem quando tenho um monte de nota pra emitir magalu vai se fude arruma essa merda,1,1,1,0,0,0,0
magalu,@magazineluiza vai tomar no cu kkkkkkkk link,1,1,1,0,0,1,0
magalu,"@magazineluiza @erickfelix98 mas o meu nem nota fiscal tem, sua desgraca. vai tomar no cu",1,1,1,0,0,1,0
baianinho,"@pedroka0606 @fgang100 @rellgames @caribvros vai tomar no cu cb, cade o baianinho?",1,1,1,0,0,1,0
magalu,"magalu, va tomar no seu cu, por favor.",1,1,1,0,0,1,0
magalu,filha da puta para de aparecer no meu fy,1,1,1,0,0,0,0
baianinho,"vai pro caralho, todo dia isso e nunca resolver, desgraca",1,1,1,0,0,0,0
magalu,@magazineluiza vai se fuder lu kkkkkkkkk,1,1,1,0,0,0,0
baianinho,@casasbahia brabo e meu pau enfiado no teu rabo,1,1,1,0,0,1,0
magalu,@magazineluiza vai se foder magalu,1,1,1,0,0,0,0
baianinho,@casasbahia vai toma no seu cu,1,1,1,0,0,1,0
baianinho,@casasbahia vai tomar no seu cu pfv?,1,1,1,0,0,1,0
magalu,"@magazineluiza lu, vc poderia ir se foder?",1,1,1,0,0,0,0
magalu,"@magazineluiza por favor, vai tomar no cu",1,1,1,0,0,1,0
magalu,@magazineluiza @anitta pro inferno a magalu e essa puta,1,1,1,0,0,1,0
magalu,@magazineluiza vai tomar no cu,1,1,0,0,0,1,0
magalu,vai tomar no cu,1,1,0,0,0,1,0
magalu,@magazineluiza cumia fodase sua vadia velha,1,1,1,0,0,1,0
baianinho,@casasbahia me da block seu baianinho nutella do caralhoooooo,1,1,0,0,0,0,0
baianinho,"foda-se, me da block ae. link",1,1,1,0,0,0,0
magalu,@magazineluiza bom dia o caralho me da meu xbox series x sua puta,1,1,1,0,0,1,0
baianinho,@casasbahia cb seu filho da puta devolve o bahianinho,1,1,1,0,0,0,0
magalu,@magazineluiza @anitta foda-se magalu voce nem existe,1,1,1,0,0,0,0
magalu,@magazineluiza conseguiu poha nenhuma vc nem existe caralho,1,1,1,0,0,0,0
baianinho,@casasbahia para de fala espanhol seu carioca do caralho,1,1,1,0,0,0,0
magalu,@magazineluiza qual foi filha da puta,1,1,0,0,0,0,0
magalu,@magazineluiza vsf robo filho da puta,1,1,1,0,0,0,0
baianinho,@snakegamebot god fucking shithole motherfucker baianinho das casas bahia do caralho filho da puta piece of shit of caralho bando de dick in the ass aaaaaaaaaaaaaaaaaaaaaaa,1,1,1,0,0,0,0
baianinho,@henriquebeltras baianinho de merda,1,1,1,0,0,0,0
magalu,@magazineluiza @samsungbrasil considere isso um aviso sua filha da puta link,1,1,1,0,1,0,0
baianinho,@casasbahia @laizferreira15 baianinho filho da puta,1,1,1,0,0,0,0
baianinho,vai toma no cu da block logo fdp,1,1,1,0,0,0,0
baianinho,vcs roubam seus clientes e ainda tratam mal o antigo baianinho e mlhr q vc seu merda,1,1,0,0,0,0,0
magalu,@magazineluiza @anitta pau no seu cu!,1,1,1,0,0,1,0
magalu,"@magazineluiza vai tomar no cu porra, como alguem vai estar cm vc num show se vc nem existe, caralho?????",1,1,1,0,0,1,0
baianinho,"vai se fuder robozinho,vc nao come",1,1,1,0,0,0,0
magalu,vai se fude lu do magalu morre praga do krl,1,1,1,0,1,0,0
magalu,@magazineluiza vai tomar no teu cu,1,1,1,0,0,1,0
baianinho,@casasbahia vai se fuder carioca,1,1,1,1,0,0,0
baianinho,bicho feio do caralho kkkkkk,1,1,1,0,0,0,0
baianinho,"morra, traga o baianinho de verdade seu merda!",1,1,1,0,1,0,0
baianinho,"@casasbahia @voude99 vai tomar no cu, carioca vagabundo",1,1,1,1,0,0,0
baianinho,toma no cu bixo feio da porra,1,1,1,0,0,1,0
baianinho,vai tomar no cu vai se fuder cade o baiano,1,1,1,0,0,1,0
baianinho,@casasbahia vai se foder baianinho,1,1,1,0,0,0,0
magalu,@magazineluiza tu nem existe o filha da puta,1,1,1,0,0,0,0
magalu,"@magazineluiza foda-se o seu instagram magalu, voce nem existe caralho",1,1,1,0,0,0,0
magalu,@magazineluiza fodase desgraca feia ridicula cara de caixao cu de formiga,1,1,1,0,0,1,0
magalu,@magazineluiza me mama filha da puta,1,1,1,0,0,1,0
magalu,"me algum suporte naquela merda de site de voces loja parceira de voces ta me roubando voce e seu marketplace que vai pro caralho, filhos da puta arrombados magalu desgracada",1,1,1,0,0,1,0
baianinho,"@casasbahia desgracadooooooooooo, devolve o baianinho filho da puta",1,1,1,0,0,0,0
magalu,@magazineluiza vai se tratar seu fdp m*rre desgraca eu te odeio seu verme,1,1,1,0,0,0,0
magalu,"@magazineluiza vai se foder verme, famosinha do rule 34 do krl.",1,1,1,0,0,0,0
baianinho,vai se foder baianinho seu nerdola do krl,1,1,1,0,0,0,0
baianinho,@casasbahia me bloqueia seu filho da puta,1,1,1,0,0,0,0
baianinho,morre seu fdp queima esse mascote caralho queeeeima poorque,1,1,1,0,1,0,0
baianinho,vai pro inferno cv do caralho.,1,1,1,0,1,0,0
magalu,vai se foder puta vagabunda,1,1,1,0,0,1,0
magalu,@magazineluiza fdp de merda morra link,1,1,1,0,1,0,0
magalu,@magazineluiza @karolconka ie magalu filho da puta. voce nem existe e ta me denunciando por querer a sua morte? nao fode porrrrra! link,1,1,1,0,1,0,0
magalu,@magazineluiza @dilsinhooficial vai se fuder magalu!! tu nem existe e eu nao posso desejar a tua morte??? nao fode porra da outro ban aqui quero ver!! link,1,1,1,0,1,0,0
magalu,@magazineluiza vai se fuder desgraca!,1,1,1,0,0,1,0
magalu,@magazineluiza vai se fuder sua puta sem vida,1,1,1,0,0,1,0
baianinho,"@casasbahia vai se foderrrr vc nem parece baiano desgracado, vc e a porra de um carioca",1,1,1,1,0,0,0
magalu,@magazineluiza vai se fude mascote chato da porra,1,1,1,0,0,0,0
baianinho,"@casasbahia vai se foder baianinho desgracado, volte ao nosso baiano normal, filho da puta.",1,1,1,0,0,0,0
baianinho,@casasbahia @ninamasnik bot burro da porra. programa esse caralho direito seus lixo,1,1,1,0,0,0,0
magalu,@magazineluiza que merda magalu vc e feia pra caraio,1,1,1,0,0,0,0
