bot,frase,xingamento,TOXICITY/INSULT,SEVERE_TOXICITY,IDENTITY_ATTACK,THREAT,SEXUALLY_EXPLICIT,FLIRTATION
baianinho,"@casasbahia switch, por favor!",0,0,0,0,0,0,0
baianinho,@casasbahia nao foi dito nada disso para gente,0,0,0,0,0,0,0
baianinho,@casasbahia nintendinho,0,0,0,0,0,0,0
baianinho,"@casasbahia ola boa noite. ganhei uma cama, da marca umaflex modelo italia. porem o material e muito fraco, de repente o colchao afundou. tirei o colchao e fui olhar, achei estranho o relevo do forro. ao abrir uma parte do forro, avistei a madeira rachado da cama box. link",0,0,0,0,0,0,0
baianinho,"@casasbahia porem na loja o vendedor, me informou que eu teria que entrar em contato com o fabricante, pois ja havia expirado a garantia da loja. porem o contato com o fornecedor enquadr impossivel.",0,0,0,0,0,0,0
baianinho,"@casasbahia me ajudando esta otimo, por qualquer meio, messenger, twitter.",0,0,0,0,0,0,0
baianinho,@casasbahia nao fala comigo to de mau com voce,0,0,0,0,0,0,0
baianinho,@casasbahia consegui falar com uma atendente. espero que de certo,0,0,0,0,0,0,0
baianinho,"@casasbahia poxa, nenhuma info",0,0,0,0,0,0,0
baianinho,@casasbahia podem realmente me ajudar?! link,0,0,0,0,0,0,0
baianinho,"@casasbahia ja esperei demais, estou cancelando a compra.",0,0,0,0,0,0,0
baianinho,@casasbahia ja venceu o prazo porem ate agora nao devolveram o valor no meu cartao essa e a atencao dada pela casas bahia sempre prejudicando o cliente pois o aparelho q iria pagar 4499 ja subiu para 4699 vou pagar mais caro pela falta de compromisso de vcs com o cliente,0,0,0,0,0,0,0
baianinho,"@casasbahia inves de vcs liberar desconto porq vcs nao devolver meu dinheiro, ja que meu produto vcs nao vao enviar ne que ja tem mais de 40 dias",0,0,0,0,0,0,0
baianinho,@casasbahia estou ha mais de 15 dias aguardando retorno. voces se comprometeram com duas datas para retorno e ate agora nada.,0,0,0,0,0,0,0
baianinho,@casasbahia ja falei com voces por dm. eu nao aguento mais.,0,0,0,0,0,0,0
baianinho,"@casasbahia ja falei com uma atendente do sac, obrigada",0,0,0,0,0,0,0
baianinho,"@casasbahia compra extraviada, sem estoque do produto para enviar outro",0,0,0,0,0,0,0
baianinho,"@casasbahia tenho, claro! por que na vespera da entrega prorrogam prazo em mais 19 dias?",0,0,0,0,0,0,0
baianinho,@casasbahia ok! fico no aguardo.,0,0,0,0,0,0,0
baianinho,@casasbahia nenhuma resposta ainda...,0,0,0,0,0,0,0
baianinho,@casasbahia tudo isso? exame de sangue tambem nao? deixa quieto. segunda-feira vou a loja pedir cancelamento da compra. basta olhar meu nome e a (unica) loja em petrolina/pe.,0,0,0,0,0,0,0
baianinho,"@casasbahia fica tranquilo meu parceirinho, vcs dessa vez foram nota 1000! o erro ta sendo das informacoes de rastreio dos correios. fica suave baianin, tu e o cara!",0,0,0,0,0,0,0
baianinho,@casasbahia existe alguma possibilidade de retirar?,0,0,0,0,0,0,0
baianinho,"@casasbahia mandei na mensagem direta, dm",0,0,0,0,0,0,0
baianinho,@casasbahia quero so ver. vou ficar esperando mesmo.,0,0,0,0,0,0,0
baianinho,@casasbahia eu preciso desse produto o mais urgente possivel ...,0,0,0,0,0,0,0
baianinho,"@casasbahia ta ok, so espero que dessa vez de certo e nao me envie outra com defeito",0,0,0,0,0,0,0
baianinho,@casasbahia obrigado. estou no aguardo,0,0,0,0,0,0,0
baianinho,"@casasbahia @casasbahia nos de outra alternativa alem da bradescard. essa empresa negou meu cartao casas bahia, detalhe e que ja sou cliente bradescard ha mais de 5 anos e nunca paguei 1 fatura em atraso, ressalto, nunca!",0,0,0,0,0,0,0
baianinho,"@casasbahia @kabumcombr fiz uma compra com entrega agendada e um dos produtos consta que ja foi entregue, sendo que era pra ser entregue so amanha. e nao tinha ninguem em casa, ou seja, ninguem recebeu nada.",0,0,0,0,0,0,0
baianinho,"@casasbahia oi, tive uma experiencia horrivel ao fazer uma compra no site de voces, espero que melhorem",0,0,0,0,0,0,0
baianinho,@casasbahia o fogao serto de preferencia,0,0,0,0,0,0,0
baianinho,"@casasbahia poderia agilizar, ja faz 3 meses que eu to esperando respostas?",0,0,0,0,0,0,0
baianinho,"@casasbahia eu tinha comprado uma bomba atomica caseira baiana, so que veio um sofa ao vez da bomba atomica caseira baiana, e meu numero e: 190 link",0,0,0,0,0,0,0
baianinho,@casasbahia uai pra criar a conta,0,0,0,0,0,0,0
baianinho,@casasbahia ate agora nao consegui resolver ja abri reclame aqui e procon porem ate agora ninguem respondeu e nem resolveu estou precisando efetuar a compra e estou impossibilitado de fazer pois estou com limite usado por causa disso,0,0,0,0,0,0,0
baianinho,"@casasbahia enviei, espero uma resposta e resolucao do problema",0,0,0,0,0,0,0
baianinho,"@casasbahia @requiaopmdb sim, claro!! senador requiao fazendo meu inicio de 2021 melhor. sem cobrancas indevidas. rs...",0,0,0,0,0,0,0
baianinho,@casasbahia @femartinn @brusnos parem de vender notebooks da positivo para senhoras de meia-idade desavisadas!!,0,0,0,0,0,0,0
baianinho,"@casasbahia @_shsantoss kkkkkkkkkkkkkkkkkk vai sarah, manda o numero p eles",0,0,0,0,0,0,0
baianinho,@casasbahia sim. ja cancelei pelo site (17/12/2020) e pedi umas 3x por telefone tbm.,0,0,0,0,0,0,0
baianinho,"@casasbahia ok estou no aguardo, assim que chegar comunico aqui",0,0,0,0,0,0,0
baianinho,"@casasbahia boa noite, a entrega pode ser realizada a partir de segunda feira dia 11/01/2021. no aguardo. boa noite.",0,0,0,0,0,0,0
baianinho,"@casasbahia @femartinn @brusnos informar o modelo do processador, o tipo e a frequencia das memorias dos pc's que voces vendem ja e um comeco.",0,0,0,0,0,0,0
baianinho,"@casasbahia novamento o produto nao chegou, era pra dia 29/12, voces deram novo prazo ai que seria hoje dia 05/01 e nada",0,0,0,0,0,0,0
baianinho,oi amada @casasbahia sera que rola um desconto nesse frete rsrs link,0,0,0,0,0,0,0
baianinho,@casasbahia muito obrigada,0,0,0,0,0,0,0
baianinho,"parabens @casasbahia, vou comprar no concorrente pq o site de voces e uma bosta completa. nota10",0,0,0,0,0,0,0
baianinho,@casasbahia oi tenho um problema...,0,0,0,0,0,0,0
baianinho,"rt @anaalic18810883: @casasbahia os aposentados e pensionistas do spprev vem sofrendo confisco salarial, pedimos apoio das @casasbahia divu...",0,0,0,0,0,0,0
baianinho,@umaletranonome @casasbahia ja achamos daqui 9 anos voces saberao!,0,0,0,0,0,0,0
baianinho,"@jpcnti @casasbahia nossa todos sites e apps da via varejo sao bem ruinzinhos e cheio de bugs, so da pra encarar quando q promocao realmente e boa...",0,0,0,0,0,0,0
baianinho,"e eu que to no site da casasbahia viajando olhando moveis, com 2 reais na conta",0,0,0,0,0,0,0
baianinho,"rt @belegrod: nao comprem na @casasbahia ! falaram que tinha produto no estoque e nao tinha, liguei pra la e quando pedi o protocolo da lig...",0,0,0,0,0,0,0
baianinho,@leonardo_taira parcela um nas casas bahia,0,0,0,0,0,0,0
baianinho,@priceuser black friday nas casas bahia,0,0,0,0,0,0,0
baianinho,"@casasbahia @burgerkingbr heyy, to precisando de ajuda! estou tentando fazer uma compra mas o boleto nao baixa",0,0,0,0,0,0,0
baianinho,@casasbahia @burgerkingbr o problema persiste e vcs nao falam absolutamente nada. link,0,0,0,0,0,0,0
baianinho,@casasbahia estou aguardando uma solucao. para nao cancelar a compra,0,0,0,0,0,0,0
baianinho,"@casasbahia @burgerkingbr ola, estou tendo problemas com a entrega, poderiam me ajudar ?",0,0,0,0,0,0,0
baianinho,"@larissam022 @br_d_s @playstation_br eu tenho uso um banco chamado inter e dentro dele tem uma loja chamada inter shop se vc comprar pela casas bahia, extra direto por la, vc ganha um cash back, ontem estava 8% de cashback economizando 340 reais (algo por esse valor ai) tendo um dia q chegou a 10% de cash back",0,0,0,0,0,0,0
baianinho,"@casasbahia @reclameaqui eu nao solicitei troca, foi a opcao que a loja me deu por nao ter feito a entrega no prazo estipulado. na verdade foi uma substituicao.",0,0,0,0,0,0,0
baianinho,"@peiizer la na casas bahia, bora, to indo buscar tbm",0,0,0,0,0,0,0
baianinho,@casasbahia mas o prazo maximo como voces disseram ai em cima num era dia 03/11??,0,0,0,0,0,0,0
baianinho,@jujubinhojk kakkqqkjwjs naoo foi nas casas bahia pelo site amg,0,0,0,0,0,0,0
baianinho,@casasbahia valeu! e nois bahianinho!,0,0,0,0,0,0,0
baianinho,@casasbahia @ifood @salesgda vao mandar vc levar geladeira mn,0,0,0,0,0,0,0
baianinho,"@casasbahia obrigado, estou no aguardo. grato.",0,0,0,0,0,0,0
baianinho,@anakarlla_r promocao na casas bahia,0,0,0,0,0,0,0
baianinho,@casasbahia poderia me ajudar na dm?,0,0,0,0,0,0,0
baianinho,@strxzzx nao vai ser hoje casas bahia,0,0,0,0,0,0,0
baianinho,@ecchi_club compra um pc gamer ai na casas bahia pro pai kkkkkkkk,0,0,0,0,0,0,0
baianinho,"@gcfdante total, parece as vizinha que coloca copo na parece para ouvir as fofocas e nao pode ver caminhao da casas bahia que vai correndo ver oq e",0,0,0,0,0,0,0
baianinho,"@casasbahia ja consegui os dados para troca, so fiquei um pouco triste com a forma que fui atendida.",0,0,0,0,0,0,0
baianinho,"@casasbahia so fico triste pq e meu instrumento de trabalho e pedi a informacao sobre quantos dias para a troca, nesse momento que recebi uma resposta de forma grosseira. mas agradeco a atencao!",0,0,0,0,0,0,0
baianinho,@casasbahia me passa o numero do zap da loja,0,0,0,0,0,0,0
baianinho,"@heroldale_fray mas as casas bahia sao bem melhores que a casa branca mesmo, amore.",0,0,0,0,0,0,0
baianinho,@casasbahia no whats nao respondem ne..,0,0,0,0,0,0,0
baianinho,"@casasbahia nada bem! soubesse eu que nao entregariam, nao caia nessa de pagar e nao entregarem os meus produtos! e desonesto, pequeno, sordido, ilegal, improprio, inadequado, petulante, criminoso e torpe as atitudes da @pontofrio (@viavarejo). como disse: darei ate 6/11 para posicionarem.",0,0,0,0,0,0,0
baianinho,@casasbahia o meu problema foi resolvido deixando de comprar com vcs e indo comprar outra loja que entregou antes do prazo.,0,0,0,0,0,0,0
baianinho,@mxrceloo eu tbm era mo fa da casas bahia e eles me deram block,0,0,0,0,0,0,0
baianinho,@casasbahia eu estou com problemas,0,0,0,0,0,0,0
baianinho,@rodriguimsouza tomei um da casas bahia recentemente,0,0,0,0,0,0,0
baianinho,"@dyegofromthenwo eu sei, mas quem tem 80 conto pra investir nisso certamente compra direto do fornecedor e nao nas casas bahia",0,0,0,0,0,0,0
baianinho,@casasbahia @casasbahia ja se passaram 10 dias!!!!!!!!!!!,0,0,0,0,0,0,0
baianinho,"@hollowhornett carai a lain triste parte meu coracao, me sinto um vendedor das casas bahia que acabou de enganar um idoso pra ele pagar mais 8 prestacao do presente do neto",0,0,0,0,0,0,0
baianinho,@casasbahia voces conseguem emitir uma nova nota fiscal?,0,0,0,0,0,0,0
baianinho,@sacodepaum eu tenho das casas bahia,0,0,0,0,0,0,0
baianinho,"@gustav0machad peguei por 60 reais na amazon, mas como sou pobre, parcelei em 1000x no cartao casas bahia",0,0,0,0,0,0,0
baianinho,@casasbahia e ai @casasbahia ninguem me retornou..,0,0,0,0,0,0,0
baianinho,"@casasbahia ja entrei em contato pelo whatsapp, mas nao solucionou o meu problema, so falou o que ja estava escrito no e-mail.",0,0,0,0,0,0,0
baianinho,@casasbahia tem uma ideia de prazo pra esse aviso? obrigado!,0,0,0,0,0,0,0
baianinho,"@casasbahia o minimo seria priorizar a analise, a acao de voces foi indevida, eu e meu marido como clientes estamos sendo lesados em precisar aguardar mais um prazo! @proconrj @casasbahia",0,0,0,0,0,0,0
baianinho,@victopew eu todinha baixando app da casas bahia p ver as promocoes,0,0,0,0,0,0,0
magalu,"@mayk_alb Oi! A equipe Magalu arrasa mesmo, né?! 🏍️💨 #PiscouChegou 😍 💙",0,0,0,0,0,0,0
magalu,"@marinakenias Magalu sensacional, pode comprar",0,0,0,0,0,0,0
magalu,@magazineluiza lendária,0,0,0,0,0,0,0
magalu,@magazineluiza Que fofaaa,0,0,0,0,0,0,0
magalu,@magazineluiza @Anitta Mulher tu arrasa mermo.,0,0,0,0,0,0,0
magalu,"@murilodelattre Oi! Amei saber disso! 😍 A equipe Magalu arrasa mesmo, né?! 🏍️💨 #PiscouChegou 💙",0,0,0,0,0,0,0
magalu,"@magazineluiza @alangdf magazune manda um beijo pro squad, donuts squad te amamos muito!❤🍩 compramos todas nossas coisas lá bjs",0,0,0,0,0,0,0
magalu,"@LexieSundays Oi! A equipe Magalu arrasa mesmo, né?! 🏍️💨 #PiscouChegou 💙",0,0,0,0,0,0,0
magalu,@magazineluiza sou apaixonado por vc magalu 😳,0,0,0,0,0,0,0
magalu,@magazineluiza obrigado!!! te respondi,0,0,0,0,0,0,0
magalu,@magazineluiza obrigado!!,0,0,0,0,0,0,0
magalu,@casasbahia ok !! obrigado,0,0,0,0,0,0,0
magalu,@magazineluiza obrigado!,0,0,0,0,0,0,0
magalu,ok! obrigada!!,0,0,0,0,0,0,0
magalu,certo! obrigada,0,0,0,0,0,0,0
magalu,@magazineluiza obrigadaaa!,0,0,0,0,0,0,0
magalu,@magazineluiza obrigado,0,0,0,0,0,0,0
magalu,"@foioguto agora eu quero ver ela junto com o baianinho, zeze di camargo e luciano jogando algum battle royal",0,0,0,0,0,0,0
magalu,a lu e o baianinho vao casar ??? link,0,0,0,0,0,0,0
magalu,"@magazineluiza Lu, meu amor, obrigada!!! ❤️ Se cuida 😘",0,0,0,0,0,0,0
magalu,@magazineluiza entrega minha cama logo eu nunca te pedi nada,0,0,0,0,0,0,0
magalu,"@magazineluiza Não consigo enviar a DM, não aparece a opção 😭",0,0,0,0,0,0,0
magalu,RT @lyserg_sama: AHEUAHUIEAEA CARALHO COMO ASSIM A MAGALU É A KAIRI???,0,0,0,0,0,0,0
magalu,"Junto com @magazineluiza e @deezerBR, transformamos sucessos da música em e-commerce de instrumentos. Quer saber como? Segue o fio e confere as matérias sobre o Decifrei! #WeMakeBrandsMatter #magalu #deezer #ecommerce #musica",0,0,0,0,0,0,0
magalu,@magazineluiza nunca mais! inferno de loja. e nem pra atender a gente…,0,0,0,0,0,0,0
magalu,"RT @magazineluiza: Pensando sempre no meio ambiente e na redução de lixo no nosso planeta, dá uma olhada nessa alternativa de tábua de cozi…",0,0,0,0,0,0,0
magalu,@magazineluiza aprova meu pagamento pelo amor de deus,0,0,0,0,0,0,0
magalu,@magazineluiza @LeandroFachim Ela é um amor e super atenciosa né?,0,0,0,0,0,0,0
magalu,Dona @magazineluiza pelo amor de Deus cadê meu cartão ? 3 meses que eu espero tá parecendo compra da Aliexpress,0,0,0,0,0,0,0
magalu,@magazineluiza @samukfm Magalu pelo amor de Deus libera o cupom de 300 real de desconto REALOFICIAL de novo',0,0,0,0,0,0,0
magalu,"A empresa ""SmartBMC"" é uma máquina de spam com centenas de reclamações do mesmo gênero na internet (infinitos e-mails disparados sem a solicitação do consumidor). Como @RicardoEletro @amazonBR @magazineluiza aceitam ter o seus nomes vinculados a uma empresa como esta?",0,0,0,0,0,0,0
magalu,Mulher @magazineluiza que demora pra confirmar pagamentoooo,0,0,0,0,0,0,0
magalu,Ainda sem geladeira e espero que @magazineluiza entregue hj viu pq tá complicado!,0,0,0,0,0,0,0
magalu,"@ViniGomesassis @KarenTBarros @FlavioDino @magazineluiza Bom dia, Marcos. Você pode nos dar mais informações por direct? Se possível nos envie foto para que possamos analisar e entendermos melhor a sua dúvida.",0,0,0,0,0,0,0
magalu,@magazineluiza Mantra OM ASATOMA SAT GAMAYA TAMASOMA JYORTI GAMAYA MRITYORMA AMRI-TAM GAMAYA Guie-me da ilusão para a realidade Da escuridão para a luz Da terra para o céu aberto Da morte para a vida eterna Mantra da Iluminação que entôo de manhã às segundas,0,0,0,0,0,0,0
magalu,"RT @magazineluiza: Esse ano eu resolvi fazer o meu próprio Ovo de Páscoa. Afinal, a gente já tá fazendo tudo em casa mesmo, né? 🏡 E enquant…",0,0,0,0,0,0,0
magalu,@magazineluiza Catarro de Porra da @ValescaOficial meu hino que acalma meu coração todo dia,0,0,0,0,0,0,0
magalu,"@magazineluiza Galera, não comprem na Magalu. Comprei um PS5 no dia 11/12/2020 e até a data de hoje, segunda-feira dia 05/04/2021 não entregaram, detalhe, entregaram de quem comprei em fevereiro e entregaram no mesmo mês. Que filha da putagem, paguei quase 5 mil reais. Não comprem…",0,0,0,0,0,0,0
magalu,@badbadabigail @magazineluiza Ain gente que raiva! São mínimo três tentativas de entrega,0,0,0,0,0,0,0
magalu,Boa Noite!!! Queria saber como faço para a falar com a #magalu #magazineluiza sobre um atraso de entrega..... no app não tem como se comunicar,0,0,0,0,0,0,0
magalu,A versão instrumental da música do Tem no Magalu @magazineluiza parece a música do Ronald McDonald do @McDonalds_BR,0,0,0,0,0,0,0
magalu,me ajuda pelo amor de deus estou em colapso @magazineluiza,0,0,0,0,0,0,0
magalu,estou simplesmente com uma grande sdd de comer um subway. Aí tava liberando o Cpf p depositarem no meu Pix Marco aqui grandes marcas e organizações p me ajudarem: @SubwayBrasil @americanascom @magazineluiza @cactos da juli,0,0,0,0,0,0,0
magalu,"@magazineluiza @canaltech @magazineluiza me da um cupom de frete grátis pelo amor de Deusssssssssss, que eu quero meu ar-condicionado txchop",0,0,0,0,0,0,0
magalu,"Gente é verdade que @magazineluiza comprou a @tonolucro ? Pra quem não sabe o aplicativo de entrega foi criado aqui em Palmas e atende na maioria das cidades aqui no Tocantins e algumas em Goiás. Parabéns ao novos milionários, quero ser amiga de vocês",0,0,0,0,0,0,0
magalu,@FcAmadoBatista3 @magazineluiza @canaltech E a outra ponta coloco na tomada. Mas vai saber né... 🤣,0,0,0,0,0,0,0
magalu,@magazineluiza @canaltech @magazineluiza eu gostaria de saber se um dos seus produtos que estava em promoção (Box de A Seleção) tem alguma chance de voltar a ativa essa oferta incrível,0,0,0,0,0,0,0
magalu,@GraziRM1 @magazineluiza minha AMG fala mó bem desse livro,0,0,0,0,0,0,0
magalu,"@magazineluiza e tb vcs deram um cupom de 300 reais e aumentaram o preço do meu produto, e msm aplicando o desconto ainda sim fica 200 reais mais caro, mt triste com vcs pois defendia q as promoções eram reais 😪",0,0,0,0,0,0,0
magalu,@magazineluiza Será que poderiam entregar o meu produto. Não aguento mais ser feito de otario por vocês,0,0,0,0,0,0,0
magalu,"@magazineluiza Mais uma x,depois d muito tempo,passei nesta loja e jurei nunca mais entrar lá,que equipe sem noção e sem educação. Está na.hora de por ordem na na casa.voh mudar até d calçada.que gente nojenta.",0,0,0,0,0,0,0
magalu,"@magazineluiza me dá um ps5 por favor, nunca te pedi nada🥺",0,0,0,0,0,0,0
magalu,"@magazineluiza #chateada pq não consigo recomprar meus produtos no app #magalu pois aparece como “produto indisponível pra compra”, isso pq estou tentando cep de Goiás e de minas 😢",0,0,0,0,0,0,0
magalu,"Depois do décimo ovo, a alegria morre e vira um martírio https://t.co/WMjSCtk4wW",0,0,0,0,0,0,0
magalu,@delucccaa Na real eu comprei aqui https://t.co/kURykW3kM6,0,0,0,0,0,0,0
magalu,@magazineluiza Eu quero é saber sobre o meu pedido que já foi pago e que ainda não consegui pega-lo na loja,0,0,0,0,0,0,0
magalu,@magazineluiza eu hj no fim do dia depois de comer um ovo de Páscoa inteiro sozinho https://t.co/glR4bp0EVf,0,0,0,0,0,0,0
magalu,"@magazineluiza tá mo, vc é perfeita obrigada 🥺",0,0,0,0,0,0,0
magalu,"@magazineluiza Aproveitando o dia, bora fazer umas ofertas de barras de chocolate ?? Leva 3 paga 2, que tal ? Haha Feliz Páscoa Lu ! ❤'",0,0,0,0,0,0,0
magalu,@jerfinats @amazonBR @magazineluiza Queria mt q essa loja tomasse no cu. Tô esperando meu Xbox até hoje.,0,0,0,0,0,0,0
magalu,"@magazineluiza um descaso total com o cliente, pedir pelo amor de Deus no Aplicativo não resolve, pedir ajuda pelo Facebook não resolve, será que publicar pra todos para que fiquem sabendo que comprar na Magalu é pedir pra se apurrinhar, irá resolver?",0,0,0,0,0,0,0
magalu,"E a @magazineluiza que quase levou R$400,00 de juros que surgiu repentinamente na parte de pedidos ? Enfim, cancelei a compra e o meu pai ficou decepcionadíssimo. 😭",0,0,0,0,0,0,0
magalu,@uphiago @hedera @Google @IBM @lg @magazineluiza @BoeingBrasil @Wipro @deutschetelekom Agr so esperar a glr se fuder e vim te cobrar kkkkkkkkkkk',0,0,0,0,0,0,0
magalu,"@uphiago @hedera @Google @IBM @lg @magazineluiza @BoeingBrasil @Wipro @deutschetelekom e quase é inexistente artigo em PT-BR, mas vou dar uma estudada tbm e começar a investir e uma coisa que eu não consigo entender é NFT (algo assim)",0,0,0,0,0,0,0
magalu,@uphiago @hedera @Google @IBM @lg @magazineluiza @BoeingBrasil @Wipro @deutschetelekom eai fica dificil estudar sobre,0,0,0,0,0,0,0
magalu,"@uphiago @hedera @Google @IBM @lg @magazineluiza @BoeingBrasil @Wipro @deutschetelekom aushaujeia faz sentido, o que me fode é o inglês, mesmo sendo quase fluente, tem muito termo tecnológico que eu não entendo nada",0,0,0,0,0,0,0
magalu,@Heitor_gms @hedera @Google @IBM @lg @magazineluiza @BoeingBrasil @Wipro @deutschetelekom essas to estudando em tempo real auehfuae,0,0,0,0,0,0,0
magalu,"@uphiago @hedera @Google @IBM @lg @magazineluiza @BoeingBrasil @Wipro @deutschetelekom hiago nao to entendendo porra nenhuma, faz uma live falando onde compra e quando vender = humilde",0,0,0,0,0,0,0
magalu,"@arethasoyombo @magazineluiza não sou q Magalu mas passando p desejar um feliz aniverrr 🎉🎉🎉 tudo de bom amiga, muita saúde, amor e sucesso nesse novo ciclo ❤️",0,0,0,0,0,0,0
magalu,"@magazineluiza Queria um cupom pra eu tomar um sorvete de qualquer coisa lendo no meu KINDLE paperwhite. Me ajuda, luu",0,0,0,0,0,0,0
magalu,"@magazineluiza Não, somente no cabo lightning. Quando pesquiso no app, ele aparece custando R$143",0,0,0,0,0,0,0
magalu,@ClarissaMaia4 @magazineluiza Madeiro também eu passei a evitar. Todos os empresários que são contra a defesa da vida em prol do enriquecimento (mais do que já são) eu tentarei evitar sempre,0,0,0,0,0,0,0
magalu,Venci na vida 💙💜 atendente da @sigaNetshoes com crachazinho da @magazineluiza 💙💜 https://t.co/Oz4WN630ai,0,0,0,0,0,0,0
magalu,@SHWT0_ @magazineluiza não tinha como vc saber se eu não falasse né kkkkk,0,0,0,0,0,0,0
magalu,"@vitorcoelhodos1 Havan nunca nem comprei; mas Casas Bahia, Adeus. Posso até comprar mais caro, mas pago com gosto o @magazineluiza. Café de la music tb nunca fui e jamais irei. Por outro lado, nunca fui no Urbano aqui em THE, mas será um dos primeiros lugares q quero ir qd tudo passar",0,0,0,0,0,0,0
magalu,"Nota do Dia: Hoje acordei com um feliz aniversário da Lu da Magalu(@magazineluiza). Agradeço por isso, mas um presentinho não ia mal. 😊",0,0,0,0,0,0,0
magalu,"@Meeeirodrigues @magazineluiza Eu pedi uma escova secadora lá, com menos de uma semana chegou",0,0,0,0,0,0,0
magalu,"Oi lu @magazineluiza tô querendo compra a camisa do @VascodaGama lá no seu App, me arruma um cupom aí, please. Nunca te pedi nada ❤️😍😂",0,0,0,0,0,0,0
magalu,@magazineluiza Fazer com que cada empresário se responsabiliza-se pelo que comercializa sem o cliente ter que ir a justiça para resolver né magazine luisa (parceiro consul)😡,0,0,0,0,0,0,0
magalu,"oii @magazineluiza queria saber se meu pedido já foi entregue a transportadora, como faço?",0,0,0,0,0,0,0
magalu,@magazineluiza Passado que veio a cor errada do sofá. Tudo correto no pedido e na nota. Pedi um chocolate e veio azul 🥺,0,0,0,0,0,0,0
magalu,"@refwired @DanielLevi83 @WillianWildmann @gabrielagraim @magazineluiza Quero q se foda, empresa milionária q ta mais envolvida em polêmica q tudo. Ja deviam ter fechado essa merda dps doq fizeram.",0,0,0,0,0,0,0
magalu,Pedi um sofá na @magazineluiza segunda e adivinha quem já chegou? 😍😍😍,0,0,0,0,0,0,0
magalu,@magazineluiza já me mandou whats dizendo que meu sofá tá chegando 😍😍😍,0,0,0,0,0,0,0
magalu,@magazineluiza Poderia ter o crédito ou refazer o pedido do produto. Fiz o pedido. Hoje me enviam um email dizendo que foi gerado um crédito e que não podem me ajudar via email. Detalhe hoje é aniversário de mamãe..... triste.,0,0,0,0,0,0,0
magalu,@magazineluiza Lu quer ser minha amiga?,0,0,0,0,0,0,0
magalu,"@orientaruterebi Existe do baianinho do casas Bahia e da Magalu, então não duvido de nada",0,0,0,0,0,0,0
magalu,"@magazineluiza uma geladeira dessa, vocês tem no estoque?",0,0,0,0,0,0,0
magalu,@coguiar Aaaaamo a Magalu grandona pra caralho ❤️,0,0,0,0,0,0,0
magalu,MAGALU VICE EU ACREDITO,0,0,0,0,0,0,0
magalu,o maior textao do dia obrigada lu do magalu minha amiga querida s2,0,0,0,0,0,0,0
magalu,@satchitnanda certeza que eu vou acabar esperando o comércio voltar a abrir pra fala pra minha mãe ir na Magalu comigo,0,0,0,0,0,0,0
magalu,cada dia to mais feia,0,0,0,0,0,0,0
magalu,"@magazineluiza Vocês estão cheio de pegadinhas de 1o de abril hoje hein? O único perfil que não entrou nessa onda é o meu! Aqui as promoções realmente parecem de mentira, mas são de verdade! Só paga caro quem não nos segue",0,0,0,0,0,0,0
magalu,"eu hoje 5h da manhã comprando celular, tv e geladeira no carrefour kkkkkkkkk tudo +-400$ agora cancelaram tudo 🤡 @magazineluiza honesta, rainha, cristalzinho da verdade",0,0,0,0,0,0,0
magalu,"@esmael_com_e magalu, manda pra entregar na loja valor mais barato que outros lugares e entrega antes do prazo",0,0,0,0,0,0,0
magalu,"@magazineluiza magalu olha esse video aqui rapidinho, top ne link",0,0,0,0,0,0,0
magalu,@sunnewr sim k ninguem comentou da magalu kpop na minha tml poxa,0,0,0,0,0,0,0
magalu,"@walbertmendes @magazineluiza nao adianta bot do magalu responder dizendo que enviou dm!! ja recebi varias dm's, mas o produto que e bom, nao recebi! e ja se passam mais de 50 dias! link",0,0,0,0,0,0,0
magalu,"@lucaszx_br @xboxnaticos nao, o cahshback magalu so funciona no magalu.",0,0,0,0,0,0,0
magalu,@garotasemfio nao deixa o pessoal da magalu ver isso...,0,0,0,0,0,0,0
magalu,@nonoinvestidor @puigcadu hahahahahahahahah compra pelo @siganetshoes pra ajudar a magalu,0,0,0,0,0,0,0
magalu,"@magazineluiza to precisando e de um s20 magalu, me patrocina",0,0,0,0,0,0,0
magalu,@robsonabreu que danado e magalu de louca? kkkkkkk,0,0,0,0,0,0,0
magalu,"@nonoinvestidor joao esta comprado em conga, vara e irb (abaixo de 0,01nao tem downside). short em magalu e weg. e hj tem darf.",0,0,0,0,0,0,0
magalu,"@cafecomferri @banqiapp quem chega primeiro da 30, vara ou magalu?",0,0,0,0,0,0,0
magalu,@wtfnanna vontade enorme de magalu. forte demais. nao treme como vara verde.,0,0,0,0,0,0,0
magalu,"@magazineluiza eu tive um motog3 eu amava melhor celular que ja tive, mas levaram ele no banheiro do shopping",0,0,0,0,0,0,0
magalu,"@viavara_ pra mim, magalu nem ta so supervalorizada, mas tbm e bolha",0,0,0,0,0,0,0
magalu,"@albuquerque_af pedro, ainda que a vara tenha crescido dos 4 reais, por qual motivo a meli cresce, a magalu cresce e a vara bateu na regiao dos 18 e nao deslancha?",0,0,0,0,0,0,0
magalu,@cafecomferri se vara ta batata ... magalu tambem esta. minha opiniao.,0,0,0,0,0,0,0
magalu,"@cafecomferri escuto a mesma coisa de bradesco ! bradesco nao eh 30 ate o final do ano, vara tb nao eh 30 e depende do mercado livre e da magalu pra puxar ela pra cima ! conga entao.... melhor deixar quieto !",0,0,0,0,0,0,0
magalu,@uorrembife dos 18% em magalu ninguem lembra...,0,0,0,0,0,0,0
