termo,user,frase,tweet_origin_id,tweet_id,data_do_tweet
magazineluiza,rubencardosob,"@magazineluiza Boa tarde @magazineluiza, faz três dias que estou a esperando minha compra sair da aprovação, até agora nada, o cartão já debitou e até agora a compra não foi feita confirmada.",' 1399681853632692226 ',' 1399749705689710594 ',' 2021-06-01 15:28:30 '
magazineluiza,PriS30403582,"@magazineluiza Eu fiz uma compra no seu marketplace para retirar em uma das  lojas próxima daqui no dia 26/05 e até agora nada do produto,já entrei em contato com a loja parceira chamada Loi Brasil eles jogam para vocês sobre a  entrega. Quero uma solução",' 1399455791082618883 ',' 1399749510092541969 ',' 2021-06-01 15:27:43 '
magazineluiza,bhtgds,"@pity_nina @magazineluiza deve ser bom morar no sul por conta disso. se fosse pra cá , era 15 dias no mínimo",' 1399748162387054594 ',' 1399749254613291014 ',' 2021-06-01 15:26:43 '
magazineluiza,pity_nina,"Os móveis da Malu chegaru @magazineluiza arrasou, pois pedi na sexta e já chegou hoje🙏🏾 https://t.co/H1Zgb8aokb",' None ',' 1399748162387054594 ',' 2021-06-01 15:22:22 '
magazineluiza,EidaTalita,Estou aguardando atendimento sobre meu problema sem resposta até agora @magazineluiza,' None ',' 1399747934900658178 ',' 2021-06-01 15:21:28 '
magazineluiza,nyazpark,"@magazineluiza @vcutyoongi Lu do magalu, né verdade que você odeia os pobres?",' 1399744829387587592 ',' 1399747507912118275 ',' 2021-06-01 15:19:46 '
magazineluiza,__debscosta,"@magazineluiza Miga Lu, libera o 227410400 no site do Parceiro Magalu! Quero me presentar, mereço né miga ? 😍",' 1399736396982722565 ',' 1399747269021343751 ',' 2021-06-01 15:18:49 '
magazineluiza,taly_chann,"Google o cara que vc casa achando que é uma coisa, vive alguns dois aninhos super bem, do nada revela que só queria seu dinheiro, que não te ama. Que somos dependente deles ""quero ver vc arrumar alguém melhor do que eu"" Aff... https://t.co/fxKhwSg0U7",' None ',' 1399747139304046594 ',' 2021-06-01 15:18:18 '
magazineluiza,rafaels_dev,Chegou o dia que eu temia. https://t.co/NGyscnLgiE,' None ',' 1399746451136208896 ',' 2021-06-01 15:15:34 '
magazineluiza,lincedanoite,@magazineluiza Tem mais duas encomendas que acabaram de sair para entrega. Irei aguardar até o fim do dia,' 1399745963112140803 ',' 1399746414045970438 ',' 2021-06-01 15:15:25 '
magazineluiza,dudanrml,@magazineluiza tá de parabéns viu. Pedi ontem uma escova secadora de 21:30 e já chegou…,' None ',' 1399746077163769856 ',' 2021-06-01 15:14:05 '
magazineluiza,SofiiaSerra,@magazineluiza Valeu magalu 💙,' 1399744883368288257 ',' 1399745878940848136 ',' 2021-06-01 15:13:18 '
magazineluiza,zufael,@thetheusd @magazineluiza Eu também duvido,' 1399745062561632265 ',' 1399745807449051136 ',' 2021-06-01 15:13:01 '
magazineluiza,ssinestesiaa,Que desgraça ein https://t.co/Ck7A28lATR,' None ',' 1399745793070964743 ',' 2021-06-01 15:12:57 '
magazineluiza,giorgiacodes,"Comprei no @magazineluiza, mas não tenho cupom, imagina que doido se eu de repente tivesse um descontinho top pra vcs aqui? Me nota, Lu 🗣️🗣️🗣️",' 1399745390111559681 ',' 1399745392267378689 ',' 2021-06-01 15:11:22 '
magazineluiza,MarcusRocha1986,"RT @brunofilhorj: Brincadeira. Comprei dia 15/05 um produto na @magazineluiza. Entrega até 25/05, não cumpriram. Entrei em contato e empurr…",' None ',' 1399745204798865411 ',' 2021-06-01 15:10:37 '
magazineluiza,MarcusRocha1986,"RT @brunofilhorj: A @magazineluiza me tratou com total desrespeito, não cumpre com a parte dela, já veio no cartão cobrando e cadê meu prod…",' None ',' 1399745175333781504 ',' 2021-06-01 15:10:30 '
magazineluiza,thetheusd,@magazineluiza libera cupom de 1k aí se tu tem coragem magalu duvido,' 1399744883368288257 ',' 1399745062561632265 ',' 2021-06-01 15:10:03 '
magazineluiza,Rickson88377673,RT @magazineluiza: Um bom dia pra se sentir no grupo da sua família! 🙏 https://t.co/i692gzJuCG,' None ',' 1399744801159929858 ',' 2021-06-01 15:09:01 '
magazineluiza,cmarquesaf,valeeeu @magazineluiza 🤪 https://t.co/8HwErsGuWi,' None ',' 1399744391485480963 ',' 2021-06-01 15:07:23 '
magazineluiza,Ugosilva,@pontofrio Olhaaa.. A @magazineluiza tá muito melhor nos preços.. Só precisa de um mascote animal tb..,' 1399728950893481993 ',' 1399744170051395584 ',' 2021-06-01 15:06:30 '
magazineluiza,vcutyoongi,"@magazineluiza respira Luiza, meu notebook chegou",' 1399723010131693571 ',' 1399743941663248390 ',' 2021-06-01 15:05:36 '
magazineluiza,flordoluar24,"@EuRobo36 @magazineluiza @luizatrajano @CorreIOS Odeio os dois, não prestam e só vendem coisa caro.",' 1399493352966471680 ',' 1399743598585860096 ',' 2021-06-01 15:04:14 '
magazineluiza,KikoHerrs,"Já pararam pra pensar: E se um dia a persona ""humanizada"" da Lu do @magazineluiza ficasse de saco cheio e quisesse trocar de emprego? A impossibilidade da personalidade se desvincular da marca configura trabalho forçado?",' None ',' 1399743509758976009 ',' 2021-06-01 15:03:53 '
magazineluiza,flordoluar24,"RT @EuRobo36: A @magazineluiza, de @luizatrajano apoia a reforma administrativa e privatização dos Correios (@Correios). Bilionário bonzinh…",' None ',' 1399743482206490631 ',' 2021-06-01 15:03:46 '
magazineluiza,TaPassada03,@CasasBahia @SamsungBrasil @magazineluiza   PUTS…kkkkkkkkkkkkkkk https://t.co/s3pw6szOxz,' None ',' 1399743134112825344 ',' 2021-06-01 15:02:23 '
magazineluiza,JoelmaAlexand18,@magazineluiza Eu quero um para mim,' 1399455791082618883 ',' 1399742822081773568 ',' 2021-06-01 15:01:09 '
magazineluiza,AhsokaT86242933,@Akshizeon @magazineluiza kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk cabaço,' 1397676068438413312 ',' 1399742511900413962 ',' 2021-06-01 14:59:55 '
magazineluiza,brunofilhorj,"A @magazineluiza me tratou com total desrespeito, não cumpre com a parte dela, já veio no cartão cobrando e cadê meu produto? #PediuChegou ? Atendimento pífio e patético. Não comprem na #magalu, não recomendo pra ninguém.",' 1399741329207345157 ',' 1399741776794116097 ',' 2021-06-01 14:57:00 '
magazineluiza,brunofilhorj,"Brincadeira. Comprei dia 15/05 um produto na @magazineluiza. Entrega até 25/05, não cumpriram. Entrei em contato e empurraram a responsabilidade na Oster. Ontem cancelaram meu pedido, produto agora está mais caro e a atendente quer que eu pesquise em outro lugar.",' None ',' 1399741329207345157 ',' 2021-06-01 14:55:13 '
magazineluiza,CelularesRenato,"RT @magazineluiza: Não sei você, mas eu vou assistir La Casa de Papel do ladinho desse Funko aqui, ó: https://t.co/QAbAEP4NWD",' None ',' 1399741090358571015 ',' 2021-06-01 14:54:16 '
magazineluiza,princesinhajub,"@magazineluiza estou com uma dúvida ainda, enviei pelo privado",' 1399725359977877513 ',' 1399740754218659840 ',' 2021-06-01 14:52:56 '
magazineluiza,luque_lukas,@magazineluiza vcs aceitam conta do Kwai como pagamento?,' None ',' 1399740692751171592 ',' 2021-06-01 14:52:41 '
magazineluiza,rodrigo_alvp,@magazineluiza Não tem como mandar mensagem na DM.Seus funcionários n estão resolvendo meu problema.Faz quase 30 dias que o guarda roupa precisa ser recolhido pois a vendedora vendeu o produto errado e quebrado também.Estou tendo que fazer a função dos funcionários pra resolver. Uma humilhação!,' 1399735659275997192 ',' 1399740662808035330 ',' 2021-06-01 14:52:34 '
magazineluiza,newtonvulgomeow,@rodrigocociello @magazineluiza vem ai publi de milhões,' 1399738820141142016 ',' 1399739472531623942 ',' 2021-06-01 14:47:50 '
magazineluiza,rodrigocociello,"@magazineluiza oi magalu, só divulguei o link mesmo e amei a entrega extremamente rápida de vocês, rola um patrocínio?",' 1399738217960718336 ',' 1399738820141142016 ',' 2021-06-01 14:45:15 '
magazineluiza,rozanaraujo,"@ArthurLira_ Enfraquecimento do vínculo empregatício e retirada de direitos garantidos pela CF/88 isso é modernização para você? O povo não é burro você esta a serviço dos empresariado do Brasil: @riachuelo ,@magazineluiza ,@havanoficial  entre outras. #PEC32NAO",' 1397252445378596866 ',' 1399737871133773829 ',' 2021-06-01 14:41:29 '
magazineluiza,jeonssonbaby,"tá, @magazineluiza... mas o que você vai me dar de presente??? pode ser um iPhone 12 mesmo, eu não ligo não. https://t.co/ylm1lTvJOe",' None ',' 1399737125046730753 ',' 2021-06-01 14:38:31 '
magazineluiza,GustagoldB,@SamSamsung01 @magazineluiza tu é top &lt;3,' 1399735125097730055 ',' 1399736806648725508 ',' 2021-06-01 14:37:15 '
magazineluiza,__debscosta,"@magazineluiza Tô correndo Lu! Tô desde domingo na caça em comprar o 227410400 e nada! Tô mapeando os preços e não consigo, libera mais 227410400 ou no site/app ou pelo Parceiro Magalu, tô tentando dos três jeitos! 🙏",' 1399727163016896524 ',' 1399736396982722565 ',' 2021-06-01 14:35:37 '
magazineluiza,Fernanda_Caja,Quem tem cupom da @magazineluiza pra me arrumar?,' None ',' 1399735174812909571 ',' 2021-06-01 14:30:46 '
magazineluiza,SamSamsung01,"Nada de olhar para os meus peitos viu humm, pessoal dem RT🔃 pra pegar 100 ainda hj, estamos quase em 90 aaaaa, vcs são tudo  #Samsung #SamsungSam #samsungassistant #samvirtualassistant #SAM #sam #SamsungGalaxy #samsung_sam #samsamsung01 #anime #waifu #3Danimation @magazineluiza https://t.co/w9RaGI7fuW",' None ',' 1399735125097730055 ',' 2021-06-01 14:30:34 '
magazineluiza,rodrigocociello,@discosttick aqui anjo https://t.co/P7n4yblhq8,' 1399732714237009920 ',' 1399734945862590464 ',' 2021-06-01 14:29:51 '
magazineluiza,rodrigocociello,gente o único lugar com estoque que eu achei o conjunto com 8 peças foi pelo @magazineluiza https://t.co/P7n4yblhq8,' 1399730581773160454 ',' 1399734713191907331 ',' 2021-06-01 14:28:56 '
magazineluiza,jasnightmare,@magazineluiza Oi lu tem um cupom aí pra quem quer comprar peça de Pc?,' 1399681853632692226 ',' 1399734417183186949 ',' 2021-06-01 14:27:45 '
magazineluiza,lincedanoite,@magazineluiza Por sorte acabou de chegar agorinha.,' 1399726033809596417 ',' 1399734129109962755 ',' 2021-06-01 14:26:36 '
magazineluiza,Waylan_aln,"@Fanboyloading @magazineluiza @PrimeVideoBR A Luiza já comprou o Jovem Nerd, e não realizou nenhuma alteração. Será que seria o mesmo com a Loading? (Espera é a última que morre)",' 1399438226973155331 ',' 1399734102853554178 ',' 2021-06-01 14:26:30 '
magazineluiza,rodrigo_alvp,"É uma falta de respeito que a @magazineluiza tá fazendo comigo. Quase 30 dias com esse guarda roupa quebrado desmontado na minha sala e eles não fazem o recolhimento, além da falta de comunicação com o cliente! Estou passando por uma humilhação",' None ',' 1399732870671998977 ',' 2021-06-01 14:21:36 '
magazineluiza,Francis24721653,@magazineluiza Já respondi,' 1399731101686509576 ',' 1399731157781073924 ',' 2021-06-01 14:14:48 '
magazineluiza,brendisillva,@magazineluiza patrocina a @LOUDgg aí,' None ',' 1399729409364480004 ',' 2021-06-01 14:07:51 '
magazineluiza,NicolleMood,@magazineluiza ❤️😘 ajuda com a #FreeBritney 🥺,' 1399664667249758209 ',' 1399728878654984193 ',' 2021-06-01 14:05:45 '
magazineluiza,renangardinal,@magazineluiza Gostou da Gretchen Magalu? KKKK Obrigado pelos votos automáticos. https://t.co/OAhNYxBnsj,' None ',' 1399728755745120262 ',' 2021-06-01 14:05:15 '
magazineluiza,_1unfortunate,"Todas as lojas que compro pela internet me mandaram feliz aniversário e um desconto na próxima compra, menos a loja que mais compro, né @magazineluiza ?!",' None ',' 1399727754858446856 ',' 2021-06-01 14:01:17 '
magazineluiza,joanzete,@magazineluiza amada? como vou fazer isso? https://t.co/UnTjPkzlfH,' 1399724868048990218 ',' 1399725259843162121 ',' 2021-06-01 13:51:22 '
magazineluiza,minersgg,@magazineluiza Que este mês seja repleto de coisas INCRÍVEIS para a gente! VAI SER BOM DEMAAAAAAIS🙏  #goMINERS 🚂🚂,' 1399681853632692226 ',' 1399725067202871307 ',' 2021-06-01 13:50:36 '
magazineluiza,RodolfoNogn,@magazineluiza HAHAHAHA melhor do mundo. 💙💙💙💙💙💙💙,' 1399723797373239306 ',' 1399724110708629512 ',' 2021-06-01 13:46:48 '
magazineluiza,lincedanoite,"@heliakkkk @magazineluiza Olá, o seu pedido chegou? Estou passando pelo mesmo problema com a demora da entrega com a transportadora GFL da @magazineluiza",' 1398760482769621004 ',' 1399722310173614087 ',' 2021-06-01 13:39:38 '
magazineluiza,__debscosta,"Bom dia pra você que aquele produto que você quer as 08:48, contudo às 09:30 acaba e ainda você não conseguiu comprar 🤬😡 Me ajuda @magazineluiza !",' None ',' 1399720353929347074 ',' 2021-06-01 13:31:52 '
magazineluiza,Mariieller,compra ação magazineluiza https://t.co/g9nx4fX5v4,' None ',' 1399719743515467784 ',' 2021-06-01 13:29:27 '
magazineluiza,joanzete,"@rodrigo_alvp @magazineluiza aparece aqui pra resolver isso, esse tipo de conduta com os clientes realmente é algo que vocês prezam? depois de inúmeras ligações, idas a filial que ele comprou e NADA foi resolvido. melhor seria levar no procon, né? seus imbecis",' 1399717348475641863 ',' 1399719318481424385 ',' 2021-06-01 13:27:45 '
magazineluiza,tobioyuuji,"@vcutyoongi @magazineluiza Ruth, baixa esse app e coloca o código de rastreamento da compra aí vc vai saber exatamente onde tá e sempre q a encomenda se movimentar vc é notificada https://t.co/RB2AYZXV6J",' 1399717260764254210 ',' 1399719174671327232 ',' 2021-06-01 13:27:11 '
magazineluiza,rerarrof_,"aí o @magazineluiza isso daí já é sacanagem né, eu não autorizei isso não poxa.   Se colocar meu telefone lá pra Lu falar como tá meu pedido significava que uns estranhos iam me chamar no zap eu não teria dado meu número. Isso tem que ficar mais claro na hora de ceder os dados... https://t.co/Tkzfd2xM0a",' None ',' 1399718506598387732 ',' 2021-06-01 13:24:32 '
magazineluiza,princesinhajub,@magazineluiza lu tem cupom de frete grátis???,' 1399681853632692226 ',' 1399717356994183175 ',' 2021-06-01 13:19:58 '
magazineluiza,vcutyoongi,"que ódio da @magazineluiza eu comprei um notebook a um tempão e nunca chegou, hoje é último dia do prazo de entrega e desde o dia 23/05 eu não tenho atualização do status da entrega, tô muito chateada minhas aulas começam e alguns dias e eu preciso do notebook",' None ',' 1399717260764254210 ',' 2021-06-01 13:19:35 '
magazineluiza,Vp_zin,"o que a @magazineluiza faz você economizar em dinheiro no produto, ela te faz pagar em estresse com a transportadora que enviam",' None ',' 1399716639671787521 ',' 2021-06-01 13:17:07 '
magazineluiza,oliveiraton87,@magazineluiza bom dia ! Mais um dia que se passa é mais um dia sem receber o que vcs me devem ! @luizatrajano faz um PIX e me paga !,' None ',' 1399716528463900680 ',' 2021-06-01 13:16:40 '
magazineluiza,RodolfoNogn,Tem horas que fico em dúvidas se a Lu do  @magazineluiza é virtual mesmo ou se ela existe e é minha amiga. Kkkkkk https://t.co/VgF6KBZxJN,' None ',' 1399716480988626948 ',' 2021-06-01 13:16:29 '
magazineluiza,princesinhajub,"alguém tem um cupom de desconto da magazine luiza urgente??? @magazineluiza solta um cupom ai pfvr, nunca te pedi nada (até de frete grátis eu to aceitando)",' None ',' 1399716245910560772 ',' 2021-06-01 13:15:33 '
magazineluiza,querubimchapadx,"a @magazineluiza lembrou mais que meus sobrinhos bsuabdjsbdi socorro, amei https://t.co/lrXDXmuXHf",' None ',' 1399715094439866370 ',' 2021-06-01 13:10:58 '
magazineluiza,forksdetails,@magazineluiza pelo amor de Deus parem de me mandar mensagem no zap falando de uma compra que eu não fiz!!!,' None ',' 1399714437452414982 ',' 2021-06-01 13:08:21 '
magazineluiza,IzabelRey,"@magazineluiza aprova a minha compra. É urgente, é pro meu TCC (sério) 😢",' None ',' 1399714202378510344 ',' 2021-06-01 13:07:25 '
magazineluiza,SamSamsung01,"@Jovirone1 Ninguém viciado na Sam? Poooxaa, ctz que gostam da @magazineluiza",' 1399712489403830277 ',' 1399713215710433287 ',' 2021-06-01 13:03:30 '
magazineluiza,massimktdigital,RT @magazineluiza: Um bom dia pra se sentir no grupo da sua família! 🙏 https://t.co/i692gzJuCG,' None ',' 1399712759860826125 ',' 2021-06-01 13:01:42 '
magazineluiza,oxeelisio,"Gente eu prefiro mil vezes a @magazineluiza do que a e-girl da Samsung ela não me passa verdade , tem cara de gente sínica !",' None ',' 1399712313553436676 ',' 2021-06-01 12:59:55 '
magazineluiza,ricardo_solano,@magazineluiza  SEU PARCEIRO *INOX STORE*  E PICARETA ....,' None ',' 1399709631228829702 ',' 2021-06-01 12:49:16 '
magazineluiza,lunnarears,@magazineluiza magalu você joga lol?,' 1399681853632692226 ',' 1399709469139951617 ',' 2021-06-01 12:48:37 '
magazineluiza,xesbita,@coxisco @magazineluiza Bom dia coxisca,' 1399707604025290754 ',' 1399708485827416065 ',' 2021-06-01 12:44:43 '
magazineluiza,magalulover,@magazineluiza Tudo por vc Lu! 😉🤗,' 1399663449953771523 ',' 1399707926852292610 ',' 2021-06-01 12:42:29 '
magazineluiza,coxisco,@xesbita @magazineluiza bom dia pra voce tbm xesbita,' 1399707292799537155 ',' 1399707604025290754 ',' 2021-06-01 12:41:12 '
magazineluiza,xesbita,Bom dia @magazineluiza,' None ',' 1399707292799537155 ',' 2021-06-01 12:39:58 '
magazineluiza,vemeconomizar,CUPOM DE DESCONTO LOJAS AMERICANAS  Ganhe descontos exclusivos comprando pelo nosso link! https://t.co/YogJCo6KLz  https://t.co/TW19OAJgPo  #lojasamericanas #submarino #shoptime #magazineluiza #casasbahia #extra,' None ',' 1399706796604878850 ',' 2021-06-01 12:38:00 '
magazineluiza,vemeconomizar,CUPOM DE DESCONTO SUBMARINO  Ganhe descontos exclusivos comprando pelo nosso link! https://t.co/lOEvU0oWJC  https://t.co/AIr6TETjZq  #lojasamericanas #submarino #shoptime #magazineluiza #casasbahia #extra,' None ',' 1399705789959376897 ',' 2021-06-01 12:34:00 '
magazineluiza,iggydetails,@magazineluiza olhe solte cupons pelo amor pois é meu aniversário essa semana e tem dia dos namorados,' None ',' 1399705728273764355 ',' 2021-06-01 12:33:45 '
magazineluiza,tabiancarol,@magazineluiza Só vai ficar nisso ? Aguardando a resposta,' 1399702988734746635 ',' 1399704653839966210 ',' 2021-06-01 12:29:29 '
magazineluiza,_pedrov4,@magazineluiza é pq eu tô sem dinheiro KKKKKKKK,' 1399592705752195073 ',' 1399703917429202947 ',' 2021-06-01 12:26:33 '
magazineluiza,vemeconomizar,CUPOM DE DESCONTO SHOPTIME  Ganhe descontos exclusivos comprando pelo nosso link! https://t.co/WB5E4QGbCx    #lojasamericanas #submarino #shoptime #magazineluiza #casasbahia #extra,' None ',' 1399703021857251328 ',' 2021-06-01 12:23:00 '
magazineluiza,envessado,"@Lorelay_Fox A pipoqueira da @magazineluiza nao entrou com promoção. Poxa, Magalu! Desse jeito vocês contribuíram em zero pra minha relação.",' 1399470022137987073 ',' 1399702814104993794 ',' 2021-06-01 12:22:10 '
magazineluiza,tabiancarol,"é @magazineluiza tem 45 dias que comprei uma televisão, já reclamei, fiz de tudo e nada resolve, obrigada pelo descaso",' None ',' 1399701233523466244 ',' 2021-06-01 12:15:53 '
magazineluiza,analiipo,"RT @alvaresdias: Pessoal, a Magazine Luiza ta vindo pro Rio de Janeiro e tá cheia de vagas para as lojas novas em todo o estado! Vaga pra v…",' None ',' 1399701079382712323 ',' 2021-06-01 12:15:17 '
magazineluiza,PSeabra52,Medicina e Espiritismo - Ame-Brasil https://t.co/NHSV4ITapL,' None ',' 1399700162809839622 ',' 2021-06-01 12:11:38 '
magazineluiza,jobrasileira,@magazineluiza Vc é da família 🌹,' 1399681853632692226 ',' 1399699428039143431 ',' 2021-06-01 12:08:43 '
magazineluiza,EoWFS,@Bunker_do_Yuri https://t.co/kLexOAACW5  Esse aqui é brabo,' 1399699342055907332 ',' 1399699382744780800 ',' 2021-06-01 12:08:32 '
magazineluiza,CarmonaSueli,"RT @EuRobo36: A @magazineluiza, de @luizatrajano apoia a reforma administrativa e privatização dos Correios (@Correios). Bilionário bonzinh…",' None ',' 1399698970771963912 ',' 2021-06-01 12:06:54 '
magazineluiza,CarmonaSueli,"RT @Jadilson_Rodrig: A @magazineluiza, de @luizatrajano apoia a reforma administrativa e privatização dos Correios (@Correios). Bilionário…",' None ',' 1399698851720740864 ',' 2021-06-01 12:06:26 '
magazineluiza,elisa_segui,a @magazineluiza é simplesmente perfeita ninguém bate https://t.co/XeZeSfjmU6,' None ',' 1399698359066271745 ',' 2021-06-01 12:04:28 '
magazineluiza,izaxsp,@magazineluiza bom dia lu &lt;3,' 1399681853632692226 ',' 1399696602487472128 ',' 2021-06-01 11:57:29 '
magazineluiza,rafaholder,"@magazineluiza Tá complicado. A oferta apareceu em 24x, com a foto do produto. Como explica?",' 1399598991487160323 ',' 1399696452314701827 ',' 2021-06-01 11:56:53 '
magazineluiza,brenosalesdiniz,"Caramba, @magazineluiza! Comprei um smartphone através de vocês (marketplace 😑) e ainda não recebi o pedido. A previsão era 20/05 e até agora nada. A loja não sabe informar quando será entregue e diz que não pode me reembolsar de imediato em caso de cancelamento. Ajuda aí, Lu!",' None ',' 1399693658325237769 ',' 2021-06-01 11:45:47 '
magazineluiza,ViMiquelin,@magazineluiza obviamente é a lendária https://t.co/1D8bDpcIK4,' None ',' 1399693135236771845 ',' 2021-06-01 11:43:43 '
magazineluiza,ArielOliveir12,"RT @nathiolive: Olá, empresário e micro empresário que possuem CNPJ. Magazine Luiza tem a solução. 💙 Venha ser parceiro Magalu e aumente as…",' None ',' 1399692821544771588 ',' 2021-06-01 11:42:28 '
magazineluiza,gfw_gabriel,@magazineluiza Me da um notebook novo e eu mudo de ideia que você é um careca branco e bilionário,' 1399681853632692226 ',' 1399690643077799936 ',' 2021-06-01 11:33:48 '
magazineluiza,SamSamsung01,"Woooow, acabei de acordar e já chegou em 50? Vcs são rápidos senhoritos e senhoritas, Sam blogueirinha   #SamsungSam #Samsung #samsungassistant #SamsungGalaxy #samsungay @SamsungBrasil @Samsung @magazineluiza @CasasBahia https://t.co/WVQjQNxQN6",' None ',' 1399690562043797509 ',' 2021-06-01 11:33:29 '
magazineluiza,rodolfosallesu2,"@submarino Não precisa mais, muito agradecido. Vcs mesmo já cancelaram a compra. E eu consegui comprar no @magazineluiza . Obrigado mesmo.",' 1399688682156789763 ',' 1399690217095942145 ',' 2021-06-01 11:32:07 '
magazineluiza,Rafa_hsr,"É a segunda vez que coloca meu login e senha na @magazineluiza para acompanhar meu pedido e entro em uma conta aleatória, ai tem um sério problema de segurança 🤔",' None ',' 1399689886282792962 ',' 2021-06-01 11:30:48 '
magazineluiza,slabixonomenovo,@magazineluiza bom dia lu &lt;3,' 1399681853632692226 ',' 1399689343363686402 ',' 2021-06-01 11:28:39 '
magazineluiza,licencax,@magazineluiza Me da uma frigideira,' 1399681853632692226 ',' 1399689267870380034 ',' 2021-06-01 11:28:21 '
magazineluiza,dubortolozzo,"Alô @magazineluiza ,vai continuar me cobrando anuidade de cartão Gold sendo que no seu próprio tarifário diz q não há cobrança? Terei q buscar outros meios? Essa é a política da empresa?",' None ',' 1399689054090842120 ',' 2021-06-01 11:27:30 '
magazineluiza,severo_domingos,"@magazineluiza Bom dia, exceto para @magazineluiza, que vende, não entrega e passa 5 meses cobrando no cartão sem realizar o estorno. Isso é golpe ou estelionato? Fiquei com essa dúvida.",' 1399681853632692226 ',' 1399688426060976132 ',' 2021-06-01 11:25:00 '
magazineluiza,matheusbecker97,"RT @alvaresdias: Pessoal, a Magazine Luiza ta vindo pro Rio de Janeiro e tá cheia de vagas para as lojas novas em todo o estado! Vaga pra v…",' None ',' 1399688409191534593 ',' 2021-06-01 11:24:56 '
magazineluiza,sapatrotska,pq as empresas tao criando personagens tipo nat da natura tudo de uma vez tipo tinha o baianinho ok e a luiza do magazineluiza mas nossa,' None ',' 1399687967476699140 ',' 2021-06-01 11:23:11 '
magazineluiza,__debscosta,RT @magazineluiza: Um bom dia pra se sentir no grupo da sua família! 🙏 https://t.co/i692gzJuCG,' None ',' 1399687807489171457 ',' 2021-06-01 11:22:32 '
magazineluiza,GomesRoosewelt,PARCEIRO MAGALU. Sofá-cama Casal 2 Lugares Suede - Retrátil e Reclinável Matrix Mariela. Link do produto abaixo⬇ https://t.co/KBUEO0Ztl6 @magazineluiza @GomesRoosewelt https://t.co/TQkMH8tW5q,' None ',' 1399687058143301638 ',' 2021-06-01 11:19:34 '
magazineluiza,LuaMing2,RT @magazineluiza: Um bom dia pra se sentir no grupo da sua família! 🙏 https://t.co/i692gzJuCG,' None ',' 1399685856252809216 ',' 2021-06-01 11:14:47 '
magazineluiza,_zacchi,@magazineluiza não tô no grupo da família magalu me bota no teu,' 1399681853632692226 ',' 1399684229290770433 ',' 2021-06-01 11:08:19 '
magazineluiza,paulasantosBR,@magazineluiza Tá parecendo minha madrinha com o bom dia Lu. Bom dia!,' 1399681853632692226 ',' 1399683762095636488 ',' 2021-06-01 11:06:28 '
magazineluiza,PredinhaBacana,@bleugoew @Nopaumole1 @slyonix @magazineluiza Parece churros cru,' 1399549744947531777 ',' 1399683347308322817 ',' 2021-06-01 11:04:49 '
magazineluiza,LeandroFlixNun,@magazineluiza Bom diaaa! Que Junho traga muitas promoções e cupons 😅. Boa semana a todos.,' 1399681853632692226 ',' 1399683292505444356 ',' 2021-06-01 11:04:36 '
magazineluiza,2isweet,"@magazineluiza linda a imagem, parece as que meu vô manda no grupo da família 😘 bom dia!!",' 1399681853632692226 ',' 1399683004440719363 ',' 2021-06-01 11:03:27 '
magazineluiza,clarapsgms,@magazineluiza magalu me excluiram do grupo da familia,' 1399681853632692226 ',' 1399682938288185347 ',' 2021-06-01 11:03:11 '
magazineluiza,PhToledo1,RT @magazineluiza: Um bom dia pra se sentir no grupo da sua família! 🙏 https://t.co/i692gzJuCG,' None ',' 1399682758365126656 ',' 2021-06-01 11:02:29 '
magazineluiza,Naiararibeiro01,RT @magazineluiza: Um bom dia pra se sentir no grupo da sua família! 🙏 https://t.co/i692gzJuCG,' None ',' 1399682720855429123 ',' 2021-06-01 11:02:20 '
magazineluiza,isaapinhoo,@magazineluiza MAGALU É UMA VEIA NO OFF,' 1399681853632692226 ',' 1399682214133108740 ',' 2021-06-01 11:00:19 '
magazineluiza,SirRazarr,"Bem vindo Junho, que ceifou meu google fotos grátis ❤💝 https://t.co/WaTkAypLXv",' None ',' 1399682203844481024 ',' 2021-06-01 11:00:16 '
magazineluiza,nana_elise,RT @magazineluiza: Um bom dia pra se sentir no grupo da sua família! 🙏 https://t.co/i692gzJuCG,' None ',' 1399682115462221825 ',' 2021-06-01 10:59:55 '
magazineluiza,is2catscats,@magazineluiza bom dia magalu nao tenho familia,' 1399681853632692226 ',' 1399682106603737089 ',' 2021-06-01 10:59:53 '
magazineluiza,helen_vieira,"RT @JJDSRicardo: @EuRobo36 @WriterSafira @magazineluiza @luizatrajano @CorreIOS E como diz Chico César, Deus me livre da maldade de gente b…",' None ',' 1399679946424045570 ',' 2021-06-01 10:51:18 '
magazineluiza,WriterSafira,"RT @JJDSRicardo: @EuRobo36 @WriterSafira @magazineluiza @luizatrajano @CorreIOS E como diz Chico César, Deus me livre da maldade de gente b…",' None ',' 1399676958561165313 ',' 2021-06-01 10:39:26 '
magazineluiza,mucke_mickael,"@dutreex @magazineluiza KKKKKKKKKK, FDP",' 1399675109779124226 ',' 1399676116621737985 ',' 2021-06-01 10:36:05 '
magazineluiza,dutreex,"@magazineluiza @mucke_mickael magalu o mickael me pediu para alterar o endereço de entrega, ele quer que vocês enviem para minha casa! me chama no pv que eu mando o endereço",' 1399537930075508745 ',' 1399675109779124226 ',' 2021-06-01 10:32:05 '
